"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Males","65 years and over","Percentage","242","units","0","v2596136","6.8.3.2.9","","x","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Males","65 years and over","Percentage","242","units","0","v2596136","6.8.3.2.9","","x","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Males","65 years and over","Percentage","242","units","0","v2596136","6.8.3.2.9","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Males","65 years and over","Percentage","242","units","0","v2596136","6.8.3.2.9","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 years and over","Percentage","242","units","0","v2596226","6.8.3.3.1","7.5","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 years and over","Percentage","242","units","0","v2596226","6.8.3.3.1","17.0","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 years and over","Percentage","242","units","0","v2596226","6.8.3.3.1","12.4","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 years and over","Percentage","242","units","0","v2596226","6.8.3.3.1","9.0","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 years and over","Percentage","242","units","0","v2596226","6.8.3.3.1","8.2","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 to 24 years","Percentage","242","units","0","v2596316","6.8.3.3.2","10.2","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 to 24 years","Percentage","242","units","0","v2596316","6.8.3.3.2","22.9","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 to 24 years","Percentage","242","units","0","v2596316","6.8.3.3.2","14.0","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 to 24 years","Percentage","242","units","0","v2596316","6.8.3.3.2","11.8","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","15 to 24 years","Percentage","242","units","0","v2596316","6.8.3.3.2","10.1","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 years and over","Percentage","242","units","0","v2596406","6.8.3.3.3","6.1","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 years and over","Percentage","242","units","0","v2596406","6.8.3.3.3","13.5","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 years and over","Percentage","242","units","0","v2596406","6.8.3.3.3","11.3","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 years and over","Percentage","242","units","0","v2596406","6.8.3.3.3","7.0","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 years and over","Percentage","242","units","0","v2596406","6.8.3.3.3","6.8","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 44 years","Percentage","242","units","0","v2596496","6.8.3.3.4","6.9","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 44 years","Percentage","242","units","0","v2596496","6.8.3.3.4","12.9","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 44 years","Percentage","242","units","0","v2596496","6.8.3.3.4","12.6","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 44 years","Percentage","242","units","0","v2596496","6.8.3.3.4","8.6","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 44 years","Percentage","242","units","0","v2596496","6.8.3.3.4","10.2","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","45 years and over","Percentage","242","units","0","v2596586","6.8.3.3.5","5.7","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","45 years and over","Percentage","242","units","0","v2596586","6.8.3.3.5","13.8","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","45 years and over","Percentage","242","units","0","v2596586","6.8.3.3.5","10.7","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","45 years and over","Percentage","242","units","0","v2596586","6.8.3.3.5","6.3","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","45 years and over","Percentage","242","units","0","v2596586","6.8.3.3.5","5.1","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 54 years","Percentage","242","units","0","v2596676","6.8.3.3.6","7.1","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 54 years","Percentage","242","units","0","v2596676","6.8.3.3.6","12.5","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 54 years","Percentage","242","units","0","v2596676","6.8.3.3.6","12.0","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 54 years","Percentage","242","units","0","v2596676","6.8.3.3.6","7.0","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","25 to 54 years","Percentage","242","units","0","v2596676","6.8.3.3.6","7.7","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 years and over","Percentage","242","units","0","v2596766","6.8.3.3.7","4.6","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 years and over","Percentage","242","units","0","v2596766","6.8.3.3.7","14.6","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 years and over","Percentage","242","units","0","v2596766","6.8.3.3.7","10.4","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 years and over","Percentage","242","units","0","v2596766","6.8.3.3.7","7.0","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 years and over","Percentage","242","units","0","v2596766","6.8.3.3.7","5.6","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 to 64 years","Percentage","242","units","0","v2596856","6.8.3.3.8","","x","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 to 64 years","Percentage","242","units","0","v2596856","6.8.3.3.8","13.7","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 to 64 years","Percentage","242","units","0","v2596856","6.8.3.3.8","12.0","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 to 64 years","Percentage","242","units","0","v2596856","6.8.3.3.8","7.7","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","55 to 64 years","Percentage","242","units","0","v2596856","6.8.3.3.8","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2596946","6.8.3.3.9","","x","","","1"
"2020","Quebec","2016A000224","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2596946","6.8.3.3.9","","x","","","1"
"2021","Quebec","2016A000224","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2596946","6.8.3.3.9","","x","","","1"
"2022","Quebec","2016A000224","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2596946","6.8.3.3.9","","x","","","1"
"2023","Quebec","2016A000224","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2596946","6.8.3.3.9","","x","","","1"
"2019","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2595417","6.8.4.2.1","6.7","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2595417","6.8.4.2.1","10.9","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2595417","6.8.4.2.1","7.5","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2595417","6.8.4.2.1","6.2","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2595417","6.8.4.2.1","6.0","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2595507","6.8.4.2.2","9.9","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2595507","6.8.4.2.2","17.7","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2595507","6.8.4.2.2","8.8","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2595507","6.8.4.2.2","9.6","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2595507","6.8.4.2.2","9.1","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2595597","6.8.4.2.3","6.2","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2595597","6.8.4.2.3","9.5","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2595597","6.8.4.2.3","7.3","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2595597","6.8.4.2.3","5.6","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2595597","6.8.4.2.3","5.4","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2595687","6.8.4.2.4","8.1","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2595687","6.8.4.2.4","10.2","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2595687","6.8.4.2.4","7.4","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2595687","6.8.4.2.4","6.0","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2595687","6.8.4.2.4","5.7","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2595777","6.8.4.2.5","4.9","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2595777","6.8.4.2.5","9.1","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2595777","6.8.4.2.5","7.2","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2595777","6.8.4.2.5","5.2","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2595777","6.8.4.2.5","5.1","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2595867","6.8.4.2.6","6.8","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2595867","6.8.4.2.6","9.0","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2595867","6.8.4.2.6","7.6","","","","1"
"2022","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2595867","6.8.4.2.6","5.5","","","","1"
"2023","Quebec","2016A000224","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2595867","6.8.4.2.6","5.5","","","","1"
"2019","Quebec","2016A000224","Unemployment rate","High school graduate","Males","55 years and over","Percentage","242","units","0","v2595957","6.8.4.2.7","5.0","","","","1"
"2020","Quebec","2016A000224","Unemployment rate","High school graduate","Males","55 years and over","Percentage","242","units","0","v2595957","6.8.4.2.7","10.5","","","","1"
"2021","Quebec","2016A000224","Unemployment rate","High school graduate","Males","55 years and over","Percentage","242","units","0","v2595957","6.8.4.2.7","6.8","","","","1"
