"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-02","Canada","2016A000011124","Unemployment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062958","1.6.2.6.1.1","387.4","","","","1"
"2024-02","Canada","2016A000011124","Unemployment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062985","1.6.2.7.1.1","115.5","","","","1"
"2024-02","Canada","2016A000011124","Unemployment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062859","1.6.3.2.1.1","163.0","","","","1"
"2024-02","Canada","2016A000011124","Unemployment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062967","1.6.3.6.1.1","310.9","","","","1"
"2024-02","Canada","2016A000011124","Unemployment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2062994","1.6.3.7.1.1","92.7","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Population","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063034","2.1.2.2.1.1","30.0","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Population","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063142","2.1.2.6.1.1","93.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Population","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063169","2.1.2.7.1.1","101.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Population","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063043","2.1.3.2.1.1","27.7","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063151","2.1.3.6.1.1","96.6","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063178","2.1.3.7.1.1","109.3","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Labour force","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063035","2.2.2.2.1.1","18.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063143","2.2.2.6.1.1","85.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063170","2.2.2.7.1.1","35.7","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Labour force","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063044","2.2.3.2.1.1","17.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Labour force","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063152","2.2.3.6.1.1","82.7","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Labour force","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063179","2.2.3.7.1.1","30.4","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Employment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063036","2.3.2.2.1.1","15.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Employment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063144","2.3.2.6.1.1","77.8","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Employment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063171","2.3.2.7.1.1","30.6","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Employment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063045","2.3.3.2.1.1","15.6","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Employment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063153","2.3.3.6.1.1","77.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Employment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063180","2.3.3.7.1.1","25.9","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Unemployment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063039","2.6.2.2.1.1","3.0","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Unemployment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063147","2.6.2.6.1.1","8.0","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Unemployment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063174","2.6.2.7.1.1","5.1","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Unemployment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063048","2.6.3.2.1.1","2.3","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Unemployment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063156","2.6.3.6.1.1","4.8","","","","1"
"2024-02","Newfoundland and Labrador","2016A000210","Unemployment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063183","2.6.3.7.1.1","4.5","","","","1"
"2024-02","Prince Edward Island","2016A000211","Population","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063223","3.1.2.2.1.1","13.1","","","","1"
"2024-02","Prince Edward Island","2016A000211","Population","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063331","3.1.2.6.1.1","33.5","","","","1"
"2024-02","Prince Edward Island","2016A000211","Population","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063358","3.1.2.7.1.1","27.0","","","","1"
"2024-02","Prince Edward Island","2016A000211","Population","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063232","3.1.3.2.1.1","11.4","","","","1"
"2024-02","Prince Edward Island","2016A000211","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063340","3.1.3.6.1.1","33.1","","","","1"
"2024-02","Prince Edward Island","2016A000211","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063367","3.1.3.7.1.1","30.2","","","","1"
"2024-02","Prince Edward Island","2016A000211","Labour force","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063224","3.2.2.2.1.1","9.7","","","","1"
"2024-02","Prince Edward Island","2016A000211","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063332","3.2.2.6.1.1","30.6","","","","1"
"2024-02","Prince Edward Island","2016A000211","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063359","3.2.2.7.1.1","12.3","","","","1"
"2024-02","Prince Edward Island","2016A000211","Labour force","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063233","3.2.3.2.1.1","7.4","","","","1"
"2024-02","Prince Edward Island","2016A000211","Labour force","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063341","3.2.3.6.1.1","27.9","","","","1"
"2024-02","Prince Edward Island","2016A000211","Labour force","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063368","3.2.3.7.1.1","11.0","","","","1"
"2024-02","Prince Edward Island","2016A000211","Employment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063225","3.3.2.2.1.1","8.8","","","","1"
"2024-02","Prince Edward Island","2016A000211","Employment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063333","3.3.2.6.1.1","28.4","","","","1"
"2024-02","Prince Edward Island","2016A000211","Employment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063360","3.3.2.7.1.1","11.1","","","","1"
"2024-02","Prince Edward Island","2016A000211","Employment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063234","3.3.3.2.1.1","6.7","","","","1"
"2024-02","Prince Edward Island","2016A000211","Employment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063342","3.3.3.6.1.1","26.9","","","","1"
"2024-02","Prince Edward Island","2016A000211","Employment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063369","3.3.3.7.1.1","10.1","","","","1"
"2024-02","Prince Edward Island","2016A000211","Unemployment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063228","3.6.2.2.1.1","0.9","","","","1"
"2024-02","Prince Edward Island","2016A000211","Unemployment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063336","3.6.2.6.1.1","2.2","","","","1"
"2024-02","Prince Edward Island","2016A000211","Unemployment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063363","3.6.2.7.1.1","1.2","","","","1"
"2024-02","Prince Edward Island","2016A000211","Unemployment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063237","3.6.3.2.1.1","0.7","","","","1"
"2024-02","Prince Edward Island","2016A000211","Unemployment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063345","3.6.3.6.1.1","1.0","","","","1"
"2024-02","Prince Edward Island","2016A000211","Unemployment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063372","3.6.3.7.1.1","0.9","","","","1"
"2024-02","Nova Scotia","2016A000212","Population","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063412","4.1.2.2.1.1","61.5","","","","1"
"2024-02","Nova Scotia","2016A000212","Population","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063520","4.1.2.6.1.1","188.1","","","","1"
"2024-02","Nova Scotia","2016A000212","Population","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063547","4.1.2.7.1.1","177.9","","","","1"
"2024-02","Nova Scotia","2016A000212","Population","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063421","4.1.3.2.1.1","58.1","","","","1"
"2024-02","Nova Scotia","2016A000212","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063529","4.1.3.6.1.1","198.5","","","","1"
"2024-02","Nova Scotia","2016A000212","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063556","4.1.3.7.1.1","196.6","","","","1"
"2024-02","Nova Scotia","2016A000212","Labour force","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063413","4.2.2.2.1.1","43.1","","","","1"
"2024-02","Nova Scotia","2016A000212","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063521","4.2.2.6.1.1","168.8","","","","1"
"2024-02","Nova Scotia","2016A000212","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063548","4.2.2.7.1.1","67.6","","","","1"
"2024-02","Nova Scotia","2016A000212","Labour force","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063422","4.2.3.2.1.1","37.6","","","","1"
"2024-02","Nova Scotia","2016A000212","Labour force","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063530","4.2.3.6.1.1","173.4","","","","1"
"2024-02","Nova Scotia","2016A000212","Labour force","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063557","4.2.3.7.1.1","60.6","","","","1"
"2024-02","Nova Scotia","2016A000212","Employment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063414","4.3.2.2.1.1","38.1","","","","1"
"2024-02","Nova Scotia","2016A000212","Employment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063522","4.3.2.6.1.1","159.4","","","","1"
"2024-02","Nova Scotia","2016A000212","Employment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063549","4.3.2.7.1.1","63.9","","","","1"
"2024-02","Nova Scotia","2016A000212","Employment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063423","4.3.3.2.1.1","35.2","","","","1"
"2024-02","Nova Scotia","2016A000212","Employment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063531","4.3.3.6.1.1","163.8","","","","1"
"2024-02","Nova Scotia","2016A000212","Employment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063558","4.3.3.7.1.1","57.5","","","","1"
"2024-02","Nova Scotia","2016A000212","Unemployment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063417","4.6.2.2.1.1","5.0","","","","1"
"2024-02","Nova Scotia","2016A000212","Unemployment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063525","4.6.2.6.1.1","9.4","","","","1"
"2024-02","Nova Scotia","2016A000212","Unemployment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063552","4.6.2.7.1.1","3.7","","","","1"
"2024-02","Nova Scotia","2016A000212","Unemployment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063426","4.6.3.2.1.1","2.4","","","","1"
"2024-02","Nova Scotia","2016A000212","Unemployment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063534","4.6.3.6.1.1","9.7","","","","1"
"2024-02","Nova Scotia","2016A000212","Unemployment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063561","4.6.3.7.1.1","3.1","","","","1"
"2024-02","New Brunswick","2016A000213","Population","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063601","5.1.2.2.1.1","46.8","","","","1"
"2024-02","New Brunswick","2016A000213","Population","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063709","5.1.2.6.1.1","150.5","","","","1"
"2024-02","New Brunswick","2016A000213","Population","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063736","5.1.2.7.1.1","146.3","","","","1"
"2024-02","New Brunswick","2016A000213","Population","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063610","5.1.3.2.1.1","44.7","","","","1"
"2024-02","New Brunswick","2016A000213","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063718","5.1.3.6.1.1","150.7","","","","1"
"2024-02","New Brunswick","2016A000213","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063745","5.1.3.7.1.1","157.6","","","","1"
"2024-02","New Brunswick","2016A000213","Labour force","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063602","5.2.2.2.1.1","30.0","","","","1"
"2024-02","New Brunswick","2016A000213","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063710","5.2.2.6.1.1","135.6","","","","1"
"2024-02","New Brunswick","2016A000213","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063737","5.2.2.7.1.1","54.3","","","","1"
"2024-02","New Brunswick","2016A000213","Labour force","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063611","5.2.3.2.1.1","28.5","","","","1"
"2024-02","New Brunswick","2016A000213","Labour force","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063719","5.2.3.6.1.1","129.4","","","","1"
"2024-02","New Brunswick","2016A000213","Labour force","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063746","5.2.3.7.1.1","44.0","","","","1"
"2024-02","New Brunswick","2016A000213","Employment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063603","5.3.2.2.1.1","26.3","","","","1"
"2024-02","New Brunswick","2016A000213","Employment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063711","5.3.2.6.1.1","126.4","","","","1"
"2024-02","New Brunswick","2016A000213","Employment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063738","5.3.2.7.1.1","49.1","","","","1"
"2024-02","New Brunswick","2016A000213","Employment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063612","5.3.3.2.1.1","25.2","","","","1"
"2024-02","New Brunswick","2016A000213","Employment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063720","5.3.3.6.1.1","124.4","","","","1"
"2024-02","New Brunswick","2016A000213","Employment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063747","5.3.3.7.1.1","41.2","","","","1"
"2024-02","New Brunswick","2016A000213","Unemployment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063606","5.6.2.2.1.1","3.7","","","","1"
"2024-02","New Brunswick","2016A000213","Unemployment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063714","5.6.2.6.1.1","9.2","","","","1"
"2024-02","New Brunswick","2016A000213","Unemployment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063741","5.6.2.7.1.1","5.2","","","","1"
"2024-02","New Brunswick","2016A000213","Unemployment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063615","5.6.3.2.1.1","3.4","","","","1"
"2024-02","New Brunswick","2016A000213","Unemployment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063723","5.6.3.6.1.1","5.0","","","","1"
"2024-02","New Brunswick","2016A000213","Unemployment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063750","5.6.3.7.1.1","2.9","","","","1"
"2024-02","Quebec","2016A000224","Population","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063790","6.1.2.2.1.1","493.3","","","","1"
"2024-02","Quebec","2016A000224","Population","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063898","6.1.2.6.1.1","1723.8","","","","1"
"2024-02","Quebec","2016A000224","Population","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063925","6.1.2.7.1.1","1461.5","","","","1"
"2024-02","Quebec","2016A000224","Population","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063799","6.1.3.2.1.1","466.2","","","","1"
"2024-02","Quebec","2016A000224","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063907","6.1.3.6.1.1","1657.3","","","","1"
"2024-02","Quebec","2016A000224","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063934","6.1.3.7.1.1","1552.7","","","","1"
"2024-02","Quebec","2016A000224","Labour force","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063791","6.2.2.2.1.1","341.4","","","","1"
"2024-02","Quebec","2016A000224","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063899","6.2.2.6.1.1","1580.9","","","","1"
"2024-02","Quebec","2016A000224","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063926","6.2.2.7.1.1","594.5","","","","1"
"2024-02","Quebec","2016A000224","Labour force","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063800","6.2.3.2.1.1","328.2","","","","1"
"2024-02","Quebec","2016A000224","Labour force","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063908","6.2.3.6.1.1","1457.8","","","","1"
"2024-02","Quebec","2016A000224","Labour force","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063935","6.2.3.7.1.1","453.6","","","","1"
"2024-02","Quebec","2016A000224","Employment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063792","6.3.2.2.1.1","315.1","","","","1"
"2024-02","Quebec","2016A000224","Employment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063900","6.3.2.6.1.1","1501.6","","","","1"
"2024-02","Quebec","2016A000224","Employment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063927","6.3.2.7.1.1","569.4","","","","1"
"2024-02","Quebec","2016A000224","Employment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063801","6.3.3.2.1.1","302.1","","","","1"
"2024-02","Quebec","2016A000224","Employment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063909","6.3.3.6.1.1","1408.0","","","","1"
"2024-02","Quebec","2016A000224","Employment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063936","6.3.3.7.1.1","437.0","","","","1"
"2024-02","Quebec","2016A000224","Unemployment","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063795","6.6.2.2.1.1","26.3","","","","1"
"2024-02","Quebec","2016A000224","Unemployment","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063903","6.6.2.6.1.1","79.3","","","","1"
"2024-02","Quebec","2016A000224","Unemployment","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063930","6.6.2.7.1.1","25.1","","","","1"
"2024-02","Quebec","2016A000224","Unemployment","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063804","6.6.3.2.1.1","26.1","","","","1"
"2024-02","Quebec","2016A000224","Unemployment","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063912","6.6.3.6.1.1","49.8","","","","1"
"2024-02","Quebec","2016A000224","Unemployment","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063939","6.6.3.7.1.1","16.6","","","","1"
"2024-02","Ontario","2016A000235","Population","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063979","7.1.2.2.1.1","1044.6","","","","1"
"2024-02","Ontario","2016A000235","Population","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064087","7.1.2.6.1.1","3131.5","","","","1"
"2024-02","Ontario","2016A000235","Population","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064114","7.1.2.7.1.1","2286.2","","","","1"
"2024-02","Ontario","2016A000235","Population","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063988","7.1.3.2.1.1","971.4","","","","1"
"2024-02","Ontario","2016A000235","Population","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064096","7.1.3.6.1.1","3130.4","","","","1"
"2024-02","Ontario","2016A000235","Population","Females","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064123","7.1.3.7.1.1","2536.2","","","","1"
"2024-02","Ontario","2016A000235","Labour force","Males","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063980","7.2.2.2.1.1","617.4","","","","1"
"2024-02","Ontario","2016A000235","Labour force","Males","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064088","7.2.2.6.1.1","2881.6","","","","1"
"2024-02","Ontario","2016A000235","Labour force","Males","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064115","7.2.2.7.1.1","983.4","","","","1"
"2024-02","Ontario","2016A000235","Labour force","Females","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063989","7.2.3.2.1.1","559.6","","","","1"
"2024-02","Ontario","2016A000235","Labour force","Females","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064097","7.2.3.6.1.1","2639.6","","","","1"
